user_id,event_index,event_type,event_timestamp
U00953,1,browse,2024-01-09 04:00:00
U00953,2,exit,2024-01-09 09:00:00
U00954,0,landing,2024-01-27 00:00:00
U00954,1,browse,2024-01-27 08:00:00
U00954,2,exit,2024-01-28 15:00:00
U00955,0,landing,2024-01-10 00:00:00
U00955,1,browse,2024-01-11 05:00:00
U00955,2,exit,2024-01-12 05:00:00
U00956,0,landing,2024-01-29 00:00:00
U00956,1,browse,2024-01-29 05:00:00
U00956,2,exit,2024-01-29 18:00:00
U00957,0,landing,2024-01-15 00:00:00
U00957,1,exit,2024-01-15 06:00:00
U00958,0,landing,2024-01-04 00:00:00
U00958,1,browse,2024-01-04 11:00:00
U00958,2,register,2024-01-05 05:00:00
U00958,3,exit,2024-01-05 13:00:00
U00959,0,landing,2024-01-17 00:00:00
U00959,1,browse,2024-01-17 02:00:00
U00959,2,exit,2024-01-17 21:00:00
U00960,0,landing,2024-01-16 00:00:00
U00960,1,browse,2024-01-16 23:00:00
U00960,2,exit,2024-01-18 02:00:00
U00961,0,landing,2024-01-28 00:00:00
U00961,1,browse,2024-01-28 15:00:00
U00961,2,register,2024-01-30 01:00:00
U00961,3,deposit,2024-01-30 23:00:00
U00961,4,exit,2024-02-01 02:00:00
U00962,0,landing,2024-01-16 00:00:00
U00962,1,browse,2024-01-17 10:00:00
U00962,2,exit,2024-01-18 15:00:00
U00963,0,landing,2024-01-10 00:00:00
U00963,1,browse,2024-01-10 11:00:00
U00963,2,exit,2024-01-11 04:00:00
U00964,0,landing,2024-01-05 00:00:00
U00964,1,browse,2024-01-05 23:00:00
U00964,2,register,2024-01-06 18:00:00
U00964,3,exit,2024-01-08 00:00:00
U00965,0,landing,2024-01-20 00:00:00
U00965,1,exit,2024-01-20 11:00:00
U00966,0,landing,2024-01-27 00:00:00
U00966,1,browse,2024-01-27 10:00:00
U00966,2,exit,2024-01-27 21:00:00
U00967,0,landing,2024-01-09 00:00:00
U00967,1,browse,2024-01-10 00:00:00
U00967,2,browse,2024-01-10 12:00:00
U00967,3,register,2024-01-11 02:00:00
U00967,4,deposit,2024-01-11 05:00:00
U00968,0,landing,2024-01-06 00:00:00
U00968,1,browse,2024-01-07 11:00:00
U00968,2,register,2024-01-08 07:00:00
U00968,3,deposit,2024-01-08 15:00:00
U00968,4,exit,2024-01-08 17:00:00
U00969,0,landing,2024-01-11 00:00:00
U00969,1,browse,2024-01-11 10:00:00
U00969,2,register,2024-01-11 11:00:00
U00969,3,deposit,2024-01-12 22:00:00
U00969,4,exit,2024-01-14 07:00:00
U00970,0,landing,2024-01-10 00:00:00
U00970,1,browse,2024-01-10 10:00:00
U00970,2,exit,2024-01-11 15:00:00
U00971,0,landing,2024-01-02 00:00:00
U00971,1,browse,2024-01-02 09:00:00
U00971,2,browse,2024-01-02 17:00:00
U00971,3,exit,2024-01-03 13:00:00
U00972,0,landing,2024-01-11 00:00:00
U00972,1,browse,2024-01-11 04:00:00
U00972,2,register,2024-01-11 17:00:00
U00972,3,deposit,2024-01-13 03:00:00
U00972,4,exit,2024-01-13 18:00:00
U00973,0,landing,2024-01-28 00:00:00
U00973,1,browse,2024-01-29 05:00:00
U00973,2,register,2024-01-29 11:00:00
U00973,3,deposit,2024-01-30 20:00:00
U00973,4,exit,2024-01-31 22:00:00
U00974,0,landing,2024-01-02 00:00:00
U00974,1,browse,2024-01-03 00:00:00
U00974,2,exit,2024-01-04 02:00:00
U00975,0,landing,2024-01-10 00:00:00
U00975,1,browse,2024-01-10 23:00:00
U00975,2,register,2024-01-11 22:00:00
U00975,3,deposit,2024-01-12 18:00:00
U00975,4,exit,2024-01-13 23:00:00
U00976,0,landing,2024-01-03 00:00:00
U00976,1,exit,2024-01-03 14:00:00
U00977,0,landing,2024-01-26 00:00:00
U00977,1,browse,2024-01-27 05:00:00
U00977,2,exit,2024-01-28 00:00:00
U00978,0,landing,2024-01-24 00:00:00
U00978,1,browse,2024-01-25 03:00:00
U00978,2,exit,2024-01-25 12:00:00
U00979,0,landing,2024-01-28 00:00:00
U00979,1,browse,2024-01-29 10:00:00
U00979,2,register,2024-01-30 08:00:00
U00979,3,deposit,2024-01-30 13:00:00
U00979,4,exit,2024-01-31 14:00:00
U00980,0,landing,2024-01-14 00:00:00
U00980,1,browse,2024-01-14 12:00:00
U00980,2,exit,2024-01-15 18:00:00
U00981,0,landing,2024-01-13 00:00:00
U00981,1,browse,2024-01-13 19:00:00
U00981,2,register,2024-01-15 03:00:00
U00981,3,deposit,2024-01-15 06:00:00
U00981,4,exit,2024-01-16 02:00:00
U00982,0,landing,2024-01-15 00:00:00
U00982,1,browse,2024-01-15 15:00:00
U00982,2,exit,2024-01-15 17:00:00
U00983,0,landing,2024-01-21 00:00:00
U00983,1,browse,2024-01-22 07:00:00
U00983,2,browse,2024-01-22 15:00:00
U00983,3,register,2024-01-23 10:00:00
U00983,4,exit,2024-01-24 13:00:00
U00984,0,landing,2024-01-01 00:00:00
U00984,1,browse,2024-01-01 08:00:00
U00984,2,exit,2024-01-02 02:00:00
U00985,0,landing,2024-01-12 00:00:00
U00985,1,browse,2024-01-13 07:00:00
U00985,2,exit,2024-01-14 11:00:00
U00986,0,landing,2024-01-21 00:00:00
U00986,1,exit,2024-01-22 07:00:00
U00987,0,landing,2024-01-27 00:00:00
U00987,1,exit,2024-01-27 08:00:00
U00988,0,landing,2024-01-19 00:00:00
U00988,1,browse,2024-01-19 04:00:00
U00988,2,register,2024-01-19 14:00:00
U00988,3,deposit,2024-01-20 11:00:00
U00988,4,exit,2024-01-21 17:00:00
U00989,0,landing,2024-01-05 00:00:00
U00989,1,exit,2024-01-05 23:00:00
U00990,0,landing,2024-01-12 00:00:00
U00990,1,browse,2024-01-12 04:00:00
U00990,2,register,2024-01-12 23:00:00
U00990,3,exit,2024-01-13 18:00:00
U00991,0,landing,2024-01-25 00:00:00
U00991,1,browse,2024-01-25 12:00:00
U00991,2,exit,2024-01-25 19:00:00
U00992,0,landing,2024-01-28 00:00:00
U00992,1,browse,2024-01-28 20:00:00
U00992,2,browse,2024-01-29 14:00:00
U00992,3,register,2024-01-30 14:00:00
U00992,4,deposit,2024-01-30 21:00:00
U00993,0,landing,2024-01-10 00:00:00
U00993,1,browse,2024-01-11 00:00:00
U00993,2,register,2024-01-12 08:00:00
U00993,3,deposit,2024-01-13 11:00:00
U00993,4,exit,2024-01-14 09:00:00
U00994,0,landing,2024-01-06 00:00:00
U00994,1,exit,2024-01-06 07:00:00
U00995,0,landing,2024-01-26 00:00:00
U00995,1,browse,2024-01-27 10:00:00
U00995,2,exit,2024-01-28 21:00:00
U00996,0,landing,2024-01-14 00:00:00
U00996,1,browse,2024-01-15 06:00:00
U00996,2,exit,2024-01-15 11:00:00
U00997,0,landing,2024-01-23 00:00:00
U00997,1,browse,2024-01-24 00:00:00
U00997,2,browse,2024-01-24 09:00:00
U00997,3,register,2024-01-25 14:00:00
U00997,4,deposit,2024-01-27 00:00:00
U00998,0,landing,2024-01-01 00:00:00
U00998,1,browse,2024-01-01 08:00:00
U00998,2,exit,2024-01-01 23:00:00
U00999,0,landing,2024-01-10 00:00:00
U00999,1,browse,2024-01-10 09:00:00
U00999,2,exit,2024-01-10 23:00:00
U01000,0,landing,2024-01-26 00:00:00
U01000,1,browse,2024-01-26 08:00:00
U01000,2,browse,2024-01-26 13:00:00
U01000,3,exit,2024-01-26 15:00:00
U01001,0,landing,2024-01-26 00:00:00
U01001,1,browse,2024-01-27 09:00:00
U01001,2,register,2024-01-27 13:00:00
U01001,3,deposit,2024-01-28 20:00:00
U01001,4,exit,2024-01-29 04:00:00
U01002,0,landing,2024-01-02 00:00:00
U01002,1,exit,2024-01-02 05:00:00
U01003,0,landing,2024-01-20 00:00:00
U01003,1,browse,2024-01-20 14:00:00
U01003,2,browse,2024-01-21 03:00:00
U01003,3,register,2024-01-21 15:00:00
U01003,4,deposit,2024-01-22 14:00:00
U01004,0,landing,2024-01-09 00:00:00
U01004,1,browse,2024-01-09 23:00:00
U01004,2,browse,2024-01-10 22:00:00
U01004,3,exit,2024-01-11 09:00:00
U01005,0,landing,2024-01-25 00:00:00
U01005,1,exit,2024-01-25 16:00:00
U01006,0,landing,2024-01-25 00:00:00
U01006,1,browse,2024-01-25 01:00:00
U01006,2,browse,2024-01-26 11:00:00
U01006,3,exit,2024-01-27 01:00:00
U01007,0,landing,2024-01-01 00:00:00
U01007,1,browse,2024-01-01 07:00:00
U01007,2,register,2024-01-01 21:00:00
U01007,3,exit,2024-01-03 06:00:00
U01008,0,landing,2024-01-16 00:00:00
U01008,1,exit,2024-01-17 00:00:00
U01009,0,landing,2024-01-04 00:00:00
U01009,1,browse,2024-01-04 12:00:00
U01009,2,browse,2024-01-05 11:00:00
U01009,3,exit,2024-01-06 12:00:00
U01010,0,landing,2024-01-11 00:00:00
U01010,1,browse,2024-01-11 08:00:00
U01010,2,register,2024-01-12 14:00:00
U01010,3,exit,2024-01-12 22:00:00
U01011,0,landing,2024-01-24 00:00:00
U01011,1,browse,2024-01-24 03:00:00
U01011,2,register,2024-01-24 09:00:00
U01011,3,deposit,2024-01-25 06:00:00
U01011,4,exit,2024-01-26 14:00:00
U01012,0,landing,2024-01-10 00:00:00
U01012,1,browse,2024-01-11 05:00:00
U01012,2,exit,2024-01-11 20:00:00
U01013,0,landing,2024-01-07 00:00:00
U01013,1,browse,2024-01-07 05:00:00
U01013,2,exit,2024-01-08 12:00:00
U01014,0,landing,2024-01-12 00:00:00
U01014,1,exit,2024-01-12 12:00:00
U01015,0,landing,2024-01-13 00:00:00
U01015,1,browse,2024-01-14 05:00:00
U01015,2,exit,2024-01-15 15:00:00
U01016,0,landing,2024-01-19 00:00:00
U01016,1,browse,2024-01-19 07:00:00
U01016,2,browse,2024-01-19 18:00:00
U01016,3,register,2024-01-19 23:00:00
U01016,4,deposit,2024-01-20 23:00:00
U01017,0,landing,2024-01-11 00:00:00
U01017,1,exit,2024-01-11 13:00:00
U01018,0,landing,2024-01-24 00:00:00
U01018,1,browse,2024-01-25 08:00:00
U01018,2,register,2024-01-26 02:00:00
U01018,3,exit,2024-01-26 20:00:00
U01019,0,landing,2024-01-12 00:00:00
U01019,1,browse,2024-01-13 07:00:00
U01019,2,exit,2024-01-14 09:00:00
U01020,0,landing,2024-01-17 00:00:00
U01020,1,exit,2024-01-17 18:00:00
U01021,0,landing,2024-01-08 00:00:00
U01021,1,browse,2024-01-08 09:00:00
U01021,2,register,2024-01-08 11:00:00
U01021,3,deposit,2024-01-08 18:00:00
U01021,4,exit,2024-01-08 22:00:00
U01022,0,landing,2024-01-20 00:00:00
U01022,1,browse,2024-01-20 21:00:00
U01022,2,register,2024-01-21 07:00:00
U01022,3,deposit,2024-01-22 03:00:00
U01022,4,exit,2024-01-22 10:00:00
U01023,0,landing,2024-01-16 00:00:00
U01023,1,browse,2024-01-17 06:00:00
U01023,2,exit,2024-01-17 19:00:00
U01024,0,landing,2024-01-18 00:00:00
U01024,1,browse,2024-01-18 22:00:00
U01024,2,exit,2024-01-20 09:00:00
U01025,0,landing,2024-01-30 00:00:00
U01025,1,browse,2024-01-30 08:00:00
U01025,2,register,2024-01-31 09:00:00
U01025,3,deposit,2024-02-01 14:00:00
U01025,4,exit,2024-02-02 11:00:00
U01026,0,landing,2024-01-15 00:00:00
U01026,1,exit,2024-01-16 06:00:00
U01027,0,landing,2024-01-25 00:00:00
U01027,1,browse,2024-01-25 20:00:00
U01027,2,browse,2024-01-26 07:00:00
U01027,3,exit,2024-01-27 15:00:00
U01028,0,landing,2024-01-19 00:00:00
U01028,1,browse,2024-01-20 08:00:00
U01028,2,register,2024-01-21 19:00:00
U01028,3,exit,2024-01-23 02:00:00
U01029,0,landing,2024-01-13 00:00:00
U01029,1,browse,2024-01-13 17:00:00
U01029,2,exit,2024-01-15 01:00:00
U01030,0,landing,2024-01-25 00:00:00
U01030,1,browse,2024-01-25 19:00:00
U01030,2,exit,2024-01-26 16:00:00
U01031,0,landing,2024-01-26 00:00:00
U01031,1,browse,2024-01-26 02:00:00
U01031,2,register,2024-01-27 00:00:00
U01031,3,deposit,2024-01-28 01:00:00
U01031,4,exit,2024-01-28 08:00:00
U01032,0,landing,2024-01-08 00:00:00
U01032,1,browse,2024-01-08 16:00:00
U01032,2,register,2024-01-09 08:00:00
U01032,3,deposit,2024-01-10 04:00:00
U01032,4,exit,2024-01-10 10:00:00
U01033,0,landing,2024-01-03 00:00:00
U01033,1,exit,2024-01-03 20:00:00
U01034,0,landing,2024-01-02 00:00:00
U01034,1,browse,2024-01-03 06:00:00
U01034,2,browse,2024-01-04 10:00:00
U01034,3,exit,2024-01-05 19:00:00
U01035,0,landing,2024-01-09 00:00:00
U01035,1,exit,2024-01-09 02:00:00
U01036,0,landing,2024-01-13 00:00:00
U01036,1,browse,2024-01-14 01:00:00
U01036,2,exit,2024-01-14 22:00:00
U01037,0,landing,2024-01-11 00:00:00
U01037,1,browse,2024-01-12 08:00:00
U01037,2,register,2024-01-13 17:00:00
U01037,3,exit,2024-01-14 15:00:00
U01038,0,landing,2024-01-07 00:00:00
U01038,1,browse,2024-01-08 08:00:00
U01038,2,exit,2024-01-08 13:00:00
U01039,0,landing,2024-01-19 00:00:00
U01039,1,browse,2024-01-20 02:00:00
U01039,2,register,2024-01-20 17:00:00
U01039,3,deposit,2024-01-20 23:00:00
U01039,4,exit,2024-01-21 06:00:00
U01040,0,landing,2024-01-17 00:00:00
U01040,1,browse,2024-01-18 07:00:00
U01040,2,exit,2024-01-19 11:00:00
U01041,0,landing,2024-01-10 00:00:00
U01041,1,browse,2024-01-11 09:00:00
U01041,2,exit,2024-01-12 05:00:00
U01042,0,landing,2024-01-20 00:00:00
U01042,1,browse,2024-01-21 09:00:00
U01042,2,register,2024-01-22 15:00:00
U01042,3,deposit,2024-01-23 03:00:00
U01042,4,exit,2024-01-23 05:00:00
U01043,0,landing,2024-01-22 00:00:00
U01043,1,browse,2024-01-23 06:00:00
U01043,2,register,2024-01-24 00:00:00
U01043,3,deposit,2024-01-25 11:00:00
U01043,4,exit,2024-01-26 15:00:00
U01044,0,landing,2024-01-24 00:00:00
U01044,1,exit,2024-01-24 04:00:00
U01045,0,landing,2024-01-22 00:00:00
U01045,1,browse,2024-01-22 20:00:00
U01045,2,register,2024-01-24 00:00:00
U01045,3,deposit,2024-01-25 03:00:00
U01045,4,exit,2024-01-26 00:00:00
U01046,0,landing,2024-01-30 00:00:00
U01046,1,exit,2024-01-30 05:00:00
U01047,0,landing,2024-01-06 00:00:00
U01047,1,browse,2024-01-06 17:00:00
U01047,2,register,2024-01-07 09:00:00
U01047,3,deposit,2024-01-08 11:00:00
U01047,4,exit,2024-01-09 03:00:00
U01048,0,landing,2024-01-15 00:00:00
U01048,1,browse,2024-01-16 08:00:00
U01048,2,browse,2024-01-17 12:00:00
U01048,3,register,2024-01-18 16:00:00
U01048,4,exit,2024-01-18 19:00:00
U01049,0,landing,2024-01-09 00:00:00
U01049,1,browse,2024-01-09 12:00:00
U01049,2,register,2024-01-09 15:00:00
U01049,3,exit,2024-01-10 23:00:00
U01050,0,landing,2024-01-11 00:00:00
U01050,1,browse,2024-01-11 20:00:00
U01050,2,browse,2024-01-12 01:00:00
U01050,3,exit,2024-01-13 04:00:00
U01051,0,landing,2024-01-22 00:00:00
U01051,1,exit,2024-01-22 06:00:00
U01052,0,landing,2024-01-08 00:00:00
U01052,1,browse,2024-01-08 08:00:00
U01052,2,exit,2024-01-09 17:00:00
U01053,0,landing,2024-01-17 00:00:00
U01053,1,exit,2024-01-18 10:00:00
U01054,0,landing,2024-01-26 00:00:00
U01054,1,browse,2024-01-26 21:00:00
U01054,2,register,2024-01-27 19:00:00
U01054,3,deposit,2024-01-28 20:00:00
U01054,4,exit,2024-01-29 12:00:00
U01055,0,landing,2024-01-07 00:00:00
U01055,1,exit,2024-01-07 10:00:00
U01056,0,landing,2024-01-28 00:00:00
U01056,1,browse,2024-01-28 04:00:00
U01056,2,register,2024-01-29 12:00:00
U01056,3,deposit,2024-01-30 23:00:00
U01056,4,exit,2024-01-31 23:00:00
U01057,0,landing,2024-01-16 00:00:00
U01057,1,browse,2024-01-16 16:00:00
U01057,2,browse,2024-01-17 10:00:00
U01057,3,exit,2024-01-17 20:00:00
U01058,0,landing,2024-01-01 00:00:00
U01058,1,browse,2024-01-01 03:00:00
U01058,2,exit,2024-01-01 07:00:00
U01059,0,landing,2024-01-10 00:00:00
U01059,1,browse,2024-01-11 00:00:00
U01059,2,register,2024-01-11 08:00:00
U01059,3,exit,2024-01-12 19:00:00
U01060,0,landing,2024-01-28 00:00:00
U01060,1,exit,2024-01-29 05:00:00
U01061,0,landing,2024-01-09 00:00:00
U01061,1,browse,2024-01-09 20:00:00
U01061,2,register,2024-01-10 02:00:00
U01061,3,exit,2024-01-10 18:00:00
U01062,0,landing,2024-01-11 00:00:00
U01062,1,browse,2024-01-12 03:00:00
U01062,2,register,2024-01-12 06:00:00
U01062,3,deposit,2024-01-13 00:00:00
U01062,4,exit,2024-01-13 06:00:00
U01063,0,landing,2024-01-14 00:00:00
U01063,1,browse,2024-01-14 22:00:00
U01063,2,exit,2024-01-16 02:00:00
U01064,0,landing,2024-01-27 00:00:00
U01064,1,exit,2024-01-27 07:00:00
U01065,0,landing,2024-01-12 00:00:00
U01065,1,browse,2024-01-13 03:00:00
U01065,2,exit,2024-01-14 00:00:00
U01066,0,landing,2024-01-21 00:00:00
U01066,1,browse,2024-01-22 05:00:00
U01066,2,browse,2024-01-22 14:00:00
U01066,3,register,2024-01-22 15:00:00
U01066,4,exit,2024-01-23 17:00:00
U01067,0,landing,2024-01-04 00:00:00
U01067,1,browse,2024-01-04 11:00:00
U01067,2,exit,2024-01-05 03:00:00
U01068,0,landing,2024-01-25 00:00:00
U01068,1,browse,2024-01-25 09:00:00
U01068,2,exit,2024-01-26 12:00:00
U01069,0,landing,2024-01-24 00:00:00
U01069,1,browse,2024-01-24 09:00:00
U01069,2,exit,2024-01-25 02:00:00
U01070,0,landing,2024-01-03 00:00:00
U01070,1,browse,2024-01-04 03:00:00
U01070,2,register,2024-01-05 03:00:00
U01070,3,deposit,2024-01-05 15:00:00
U01070,4,exit,2024-01-06 17:00:00
U01071,0,landing,2024-01-27 00:00:00
U01071,1,exit,2024-01-27 15:00:00
U01072,0,landing,2024-01-20 00:00:00
U01072,1,browse,2024-01-20 15:00:00
U01072,2,browse,2024-01-20 21:00:00
U01072,3,exit,2024-01-22 03:00:00
U01073,0,landing,2024-01-14 00:00:00
U01073,1,browse,2024-01-14 17:00:00
U01073,2,register,2024-01-15 03:00:00
U01073,3,deposit,2024-01-15 09:00:00
U01073,4,exit,2024-01-16 09:00:00
U01074,0,landing,2024-01-25 00:00:00
U01074,1,browse,2024-01-26 06:00:00
U01074,2,register,2024-01-27 14:00:00
U01074,3,deposit,2024-01-27 22:00:00
U01074,4,exit,2024-01-28 13:00:00
U01075,0,landing,2024-01-26 00:00:00
U01075,1,browse,2024-01-26 18:00:00
U01075,2,browse,2024-01-27 13:00:00
U01075,3,exit,2024-01-28 21:00:00
U01076,0,landing,2024-01-27 00:00:00
U01076,1,browse,2024-01-27 19:00:00
U01076,2,register,2024-01-28 08:00:00
U01076,3,deposit,2024-01-29 11:00:00
U01076,4,exit,2024-01-29 23:00:00
U01077,0,landing,2024-01-20 00:00:00
U01077,1,browse,2024-01-21 05:00:00
U01077,2,browse,2024-01-21 21:00:00
U01077,3,register,2024-01-22 21:00:00
U01077,4,deposit,2024-01-24 03:00:00
U01078,0,landing,2024-01-23 00:00:00
U01078,1,browse,2024-01-24 02:00:00
U01078,2,exit,2024-01-24 16:00:00
U01079,0,landing,2024-01-09 00:00:00
U01079,1,browse,2024-01-09 05:00:00
U01079,2,exit,2024-01-09 12:00:00
U01080,0,landing,2024-01-16 00:00:00
U01080,1,browse,2024-01-16 23:00:00
U01080,2,browse,2024-01-17 02:00:00
U01080,3,exit,2024-01-17 03:00:00
U01081,0,landing,2024-01-12 00:00:00
U01081,1,browse,2024-01-12 09:00:00
U01081,2,register,2024-01-12 12:00:00
U01081,3,deposit,2024-01-13 00:00:00
U01081,4,exit,2024-01-13 17:00:00
U01082,0,landing,2024-01-03 00:00:00
U01082,1,browse,2024-01-03 21:00:00
U01082,2,register,2024-01-05 07:00:00
U01082,3,deposit,2024-01-06 11:00:00
U01082,4,exit,2024-01-06 21:00:00
U01083,0,landing,2024-01-16 00:00:00
U01083,1,browse,2024-01-16 18:00:00
U01083,2,exit,2024-01-17 18:00:00
U01084,0,landing,2024-01-10 00:00:00
U01084,1,exit,2024-01-10 17:00:00
U01085,0,landing,2024-01-29 00:00:00
U01085,1,browse,2024-01-29 11:00:00
U01085,2,register,2024-01-30 08:00:00
U01085,3,deposit,2024-01-31 16:00:00
U01085,4,exit,2024-02-01 02:00:00
U01086,0,landing,2024-01-15 00:00:00
U01086,1,browse,2024-01-15 04:00:00
U01086,2,exit,2024-01-15 17:00:00
U01087,0,landing,2024-01-23 00:00:00
U01087,1,browse,2024-01-24 06:00:00
U01087,2,register,2024-01-25 10:00:00
U01087,3,deposit,2024-01-25 18:00:00
U01087,4,exit,2024-01-27 02:00:00
U01088,0,landing,2024-01-16 00:00:00
U01088,1,browse,2024-01-17 06:00:00
U01088,2,exit,2024-01-18 14:00:00
U01089,0,landing,2024-01-07 00:00:00
U01089,1,browse,2024-01-07 19:00:00
U01089,2,register,2024-01-08 07:00:00
U01089,3,deposit,2024-01-08 18:00:00
U01089,4,exit,2024-01-10 03:00:00
U01090,0,landing,2024-01-07 00:00:00
U01090,1,browse,2024-01-07 01:00:00
U01090,2,exit,2024-01-08 11:00:00
U01091,0,landing,2024-01-08 00:00:00
U01091,1,browse,2024-01-09 08:00:00
U01091,2,browse,2024-01-09 15:00:00
U01091,3,exit,2024-01-10 13:00:00
U01092,0,landing,2024-01-13 00:00:00
U01092,1,browse,2024-01-14 00:00:00
U01092,2,exit,2024-01-14 07:00:00
U01093,0,landing,2024-01-22 00:00:00
U01093,1,browse,2024-01-23 07:00:00
U01093,2,browse,2024-01-24 13:00:00
U01093,3,register,2024-01-25 07:00:00
U01093,4,exit,2024-01-25 08:00:00
U01094,0,landing,2024-01-15 00:00:00
U01094,1,browse,2024-01-15 21:00:00
U01094,2,browse,2024-01-16 06:00:00
U01094,3,exit,2024-01-16 20:00:00
U01095,0,landing,2024-01-26 00:00:00
U01095,1,exit,2024-01-26 19:00:00
U01096,0,landing,2024-01-13 00:00:00
U01096,1,browse,2024-01-13 06:00:00
U01096,2,browse,2024-01-14 08:00:00
U01096,3,register,2024-01-15 01:00:00
U01096,4,exit,2024-01-15 13:00:00
U01097,0,landing,2024-01-07 00:00:00
U01097,1,browse,2024-01-07 11:00:00
U01097,2,register,2024-01-08 12:00:00
U01097,3,deposit,2024-01-09 14:00:00
U01097,4,exit,2024-01-10 09:00:00
U01098,0,landing,2024-01-26 00:00:00
U01098,1,browse,2024-01-27 04:00:00
U01098,2,register,2024-01-28 00:00:00
U01098,3,deposit,2024-01-28 09:00:00
U01098,4,exit,2024-01-29 08:00:00
U01099,0,landing,2024-01-16 00:00:00
U01099,1,browse,2024-01-17 05:00:00
U01099,2,exit,2024-01-18 06:00:00
U01100,0,landing,2024-01-26 00:00:00
U01100,1,browse,2024-01-27 00:00:00
U01100,2,register,2024-01-27 12:00:00
U01100,3,exit,2024-01-28 16:00:00
U01101,0,landing,2024-01-15 00:00:00
U01101,1,browse,2024-01-15 15:00:00
U01101,2,browse,2024-01-16 01:00:00
U01101,3,exit,2024-01-17 09:00:00
U01102,0,landing,2024-01-03 00:00:00
U01102,1,browse,2024-01-04 07:00:00
U01102,2,register,2024-01-05 03:00:00
U01102,3,deposit,2024-01-05 13:00:00
U01102,4,exit,2024-01-05 22:00:00
U01103,0,landing,2024-01-19 00:00:00
U01103,1,browse,2024-01-19 04:00:00
U01103,2,register,2024-01-19 09:00:00
U01103,3,deposit,2024-01-19 12:00:00
U01103,4,exit,2024-01-20 21:00:00
U01104,0,landing,2024-01-19 00:00:00
U01104,1,browse,2024-01-19 17:00:00
U01104,2,register,2024-01-20 16:00:00
U01104,3,exit,2024-01-21 09:00:00
U01105,0,landing,2024-01-15 00:00:00
U01105,1,browse,2024-01-15 12:00:00
U01105,2,register,2024-01-16 00:00:00
U01105,3,exit,2024-01-17 02:00:00
U01106,0,landing,2024-01-11 00:00:00
U01106,1,browse,2024-01-12 06:00:00
U01106,2,exit,2024-01-13 11:00:00
U01107,0,landing,2024-01-28 00:00:00
U01107,1,browse,2024-01-28 12:00:00
U01107,2,exit,2024-01-29 02:00:00
U01108,0,landing,2024-01-28 00:00:00
U01108,1,browse,2024-01-28 07:00:00
U01108,2,exit,2024-01-29 11:00:00
U01109,0,landing,2024-01-16 00:00:00
U01109,1,browse,2024-01-17 06:00:00
U01109,2,browse,2024-01-18 08:00:00
U01109,3,register,2024-01-19 16:00:00
U01109,4,deposit,2024-01-20 12:00:00
U01110,0,landing,2024-01-23 00:00:00
U01110,1,browse,2024-01-24 02:00:00
U01110,2,register,2024-01-24 22:00:00
U01110,3,exit,2024-01-25 04:00:00
U01111,0,landing,2024-01-07 00:00:00
U01111,1,browse,2024-01-07 02:00:00
U01111,2,browse,2024-01-07 16:00:00
U01111,3,register,2024-01-08 23:00:00
U01111,4,deposit,2024-01-09 09:00:00
U01112,0,landing,2024-01-26 00:00:00
U01112,1,browse,2024-01-27 11:00:00
U01112,2,exit,2024-01-28 00:00:00
U01113,0,landing,2024-01-04 00:00:00
U01113,1,browse,2024-01-04 11:00:00
U01113,2,register,2024-01-04 21:00:00
U01113,3,deposit,2024-01-06 02:00:00
U01113,4,exit,2024-01-07 10:00:00
U01114,0,landing,2024-01-07 00:00:00
U01114,1,browse,2024-01-07 19:00:00
U01114,2,exit,2024-01-08 21:00:00
U01115,0,landing,2024-01-23 00:00:00
U01115,1,browse,2024-01-24 04:00:00
U01115,2,browse,2024-01-25 07:00:00
U01115,3,exit,2024-01-26 15:00:00
U01116,0,landing,2024-01-10 00:00:00
U01116,1,browse,2024-01-10 03:00:00
U01116,2,exit,2024-01-11 11:00:00
U01117,0,landing,2024-01-30 00:00:00
U01117,1,browse,2024-01-31 08:00:00
U01117,2,exit,2024-01-31 23:00:00
U01118,0,landing,2024-01-03 00:00:00
U01118,1,browse,2024-01-03 18:00:00
U01118,2,register,2024-01-04 21:00:00
U01118,3,deposit,2024-01-06 04:00:00
U01118,4,exit,2024-01-06 12:00:00
U01119,0,landing,2024-01-01 00:00:00
U01119,1,browse,2024-01-01 11:00:00
U01119,2,register,2024-01-02 06:00:00
U01119,3,exit,2024-01-02 19:00:00
U01120,0,landing,2024-01-19 00:00:00
U01120,1,browse,2024-01-19 22:00:00
U01120,2,exit,2024-01-21 04:00:00
U01121,0,landing,2024-01-14 00:00:00
U01121,1,browse,2024-01-15 00:00:00
U01121,2,exit,2024-01-16 07:00:00
U01122,0,landing,2024-01-10 00:00:00
U01122,1,browse,2024-01-10 06:00:00
U01122,2,exit,2024-01-11 13:00:00
U01123,0,landing,2024-01-04 00:00:00
U01123,1,browse,2024-01-05 03:00:00
U01123,2,browse,2024-01-06 11:00:00
U01123,3,exit,2024-01-07 07:00:00
U01124,0,landing,2024-01-12 00:00:00
U01124,1,browse,2024-01-12 17:00:00
U01124,2,exit,2024-01-13 16:00:00
U01125,0,landing,2024-01-17 00:00:00
U01125,1,browse,2024-01-17 03:00:00
U01125,2,browse,2024-01-17 08:00:00
U01125,3,exit,2024-01-18 06:00:00
U01126,0,landing,2024-01-09 00:00:00
U01126,1,browse,2024-01-09 22:00:00
U01126,2,register,2024-01-10 21:00:00
U01126,3,deposit,2024-01-11 00:00:00
